sampleId	Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	N50	N75	L50	L75	# N's per 100 kbp
SRR5250100	SRR5250100.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	22	18	16	16	15	13	2778677	2776068	2771890	2771890	2751015	2673537	21	475046	2778284	279268	147904	4	8	0.00
SRR5250109	SRR5250109.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	29	26	26	21	16	2762897	2760433	2754257	2754257	2670139	2486917	32	373834	2762414	179894	84127	5	11	0.00
SRR5250112	SRR5250112.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	60	40	30	28	25	19	2873903	2863103	2845927	2831342	2772610	2545814	50	343010	2870078	137609	83016	7	13	0.00
SRR5250113	SRR5250113.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	45	34	30	29	22	15	2744484	2738524	2729564	2722685	2584969	2296390	39	316558	2742183	135781	79909	6	12	0.00
SRR5250114	SRR5250114.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	12	12	11	10	10	9	2758767	2758767	2755334	2749893	2749893	2711061	12	747334	2758767	427550	205553	3	5	0.29
SRR5250116	SRR5250116.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	22	19	18	15	13	2731750	2728383	2721537	2716273	2662935	2596334	25	553667	2730700	232089	130435	4	8	0.00
SRR5250121	SRR5250121.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	24	23	22	19	15	2708975	2706792	2701873	2696488	2631422	2490078	25	432357	2707305	171449	108048	5	10	0.41
SRR5250122	SRR5250122.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	28	28	27	23	15	2729545	2726827	2726827	2721380	2645396	2376885	30	375059	2728126	149080	77056	5	11	0.22
SRR5250123	SRR5250123.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	7	7	7	6	5	4	2775025	2775025	2775025	2769562	2748830	2709929	7	1638807	2775025	1638807	790095	1	2	0.25
SRR5250129	SRR5250129.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	57	44	28	25	21	19	2818071	2809925	2775408	2755738	2680937	2611505	52	398096	2816003	170967	90760	6	12	0.00
SRR5250132	SRR5250132.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	20	17	17	15	13	2780530	2775813	2769835	2769835	2735089	2657631	24	474997	2778605	279315	146272	4	8	0.00
SRR5250133	SRR5250133.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	36	28	25	24	21	19	2723528	2718341	2709052	2699144	2642501	2574015	35	482183	2723198	140730	87287	6	12	0.00
SRR5250136	SRR5250136.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	41	34	27	24	21	17	2719931	2715284	2699325	2679767	2617170	2465952	39	489238	2719012	153860	85177	6	11	0.00
SRR5250139	SRR5250139.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	82	33	21	20	16	13	2858124	2833297	2802932	2797323	2726232	2619860	53	738480	2846986	250211	112202	4	8	0.00
SRR5250140	SRR5250140.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	29	28	25	21	15	2896315	2895579	2890994	2873463	2790003	2572683	29	423516	2895579	175392	92097	5	10	1.07
SRR5250141	SRR5250141.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	25	22	20	16	14	2668556	2665891	2659961	2641560	2564661	2496455	27	462846	2667465	272680	96896	4	8	0.00
SRR5250143	SRR5250143.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	54	36	30	29	22	15	2746567	2737871	2726231	2719351	2583052	2295861	43	316668	2742541	137004	79745	6	12	0.00
SRR5250144	SRR5250144.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	24	19	17	15	13	2757285	2751083	2739892	2724845	2682700	2614793	30	437120	2755517	249163	130472	5	8	0.00
SRR5250146	SRR5250146.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	32	27	24	20	16	2847895	2843383	2832320	2811046	2737555	2604687	38	522893	2847519	171386	106277	5	10	0.04
SRR5250149	SRR5250149.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	24	15	13	13	11	9	2794748	2790521	2786031	2786031	2750168	2682333	18	846025	2792282	737587	233710	2	4	0.00
SRR5250150	SRR5250150.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	20	17	14	13	12	10	2691849	2689920	2683721	2678638	2662016	2580164	19	982711	2691476	480659	187338	2	5	0.04
SRR5250151	SRR5250151.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	16	13	13	11	10	2776205	2770795	2764542	2764542	2736571	2697834	18	672707	2772532	287516	186642	3	6	0.04
SRR5250153	SRR5250153.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	24	23	22	20	13	2708199	2706818	2701899	2696514	2652875	2363934	24	386693	2706818	184596	115571	5	9	0.48
SRR5250154	SRR5250154.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	24	19	18	13	9	2807761	2799030	2790380	2782274	2704947	2543929	30	854983	2802769	341391	160346	3	5	0.00
SRR5250155	SRR5250155.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	30	20	20	16	12	2751138	2745257	2722462	2722462	2651431	2510705	37	461846	2750714	246429	123013	4	8	0.00
SRR5250156	SRR5250156.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	60	38	33	31	23	15	2750052	2738637	2728193	2712966	2554078	2228889	47	304251	2745362	153704	77683	7	13	0.04
SRR5250157	SRR5250157.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	16	12	12	11	9	2721254	2712772	2703133	2703133	2686518	2604922	20	650624	2715915	489849	167364	3	5	0.00
SRR5250158	SRR5250158.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	9	8	7	6	6	5	2759308	2758770	2755322	2749859	2749859	2711027	9	1401924	2759308	1401924	823344	1	2	0.07
SRR5250162	SRR5250162.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	33	30	28	22	15	2845169	2842838	2837561	2826932	2728555	2481394	33	394311	2842838	170720	96794	5	11	0.77
SRR5250164	SRR5250164.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	21	20	19	18	16	13	2708525	2708179	2706489	2701104	2656812	2544734	20	432301	2708179	252947	124254	4	8	0.44
SRR5250165	SRR5250165.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	261	27	23	22	19	15	2874045	2777142	2769665	2761946	2714260	2593111	70	455408	2804907	191948	150710	6	10	0.00
SRR5250167	SRR5250167.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	21	18	17	16	13	2695928	2690440	2684214	2679023	2662401	2543587	24	598057	2692379	212269	187338	4	7	0.00
SRR5250173	SRR5250173.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	20	16	15	13	11	2717548	2712230	2702528	2693984	2650920	2578528	23	534822	2714351	235652	171775	4	7	0.04
SRR5250174	SRR5250174.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	25	22	18	16	15	13	2714383	2712825	2701067	2687620	2666888	2595840	24	531215	2714034	234686	126180	4	8	0.29
SRR5250177	SRR5250177.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	48	39	32	30	24	18	2808909	2803293	2785358	2770622	2658158	2423609	46	533823	2808051	147776	68959	6	13	0.00
SRR5250178	SRR5250178.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	51	36	28	26	22	15	2780015	2773404	2753264	2735786	2669636	2390867	39	424301	2775247	234990	74737	5	10	0.00
SRR5250180	SRR5250180.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	23	20	20	17	16	2736466	2730533	2724370	2724370	2675504	2637458	27	318619	2733493	204562	111978	5	10	0.00
SRR5250183	SRR5250183.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	30	28	27	22	16	2807012	2805505	2801457	2796072	2706736	2484230	30	367411	2805505	165373	97243	6	11	0.53
SRR5250190	SRR5250190.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	18	14	14	14	12	2739052	2734183	2725571	2725571	2725571	2645918	21	644518	2736785	239733	167435	4	7	0.00
SRR5250193	SRR5250193.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	41	26	20	19	13	12	2914800	2908068	2895181	2889654	2770818	2732344	30	752036	2910348	345789	143166	3	7	0.00
SRR5250194	SRR5250194.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	81	57	35	33	27	19	2848161	2832293	2787761	2771814	2674960	2366392	77	318821	2846692	125435	75659	9	16	0.00
SRR5250196	SRR5250196.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	64	40	30	28	25	19	2876476	2864194	2845263	2831502	2772737	2545651	48	343062	2870124	137613	83006	7	13	0.03
SRR5250197	SRR5250197.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	57	23	18	17	14	9	2812342	2798023	2790676	2782570	2735134	2563742	28	828722	2801874	341475	160370	3	5	0.00
SRR5250199	SRR5250199.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	22	17	14	13	13	12	2721185	2719066	2713751	2705317	2705317	2665528	18	635321	2719709	414082	143307	3	6	0.00
SRR5250201	SRR5250201.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	30	27	26	25	22	15	2728996	2727678	2724537	2719067	2655456	2413638	28	374725	2728258	182251	89151	5	10	0.22
SRR5250202	SRR5250202.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	38	25	19	17	14	10	2726825	2720818	2706617	2689194	2624862	2480615	29	489145	2723355	304254	170501	4	7	0.00
SRR5250203	SRR5250203.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	18	15	14	12	10	2775721	2771660	2765373	2759838	2729499	2664109	21	885406	2773244	580059	287678	2	4	0.00
SRR5250207	SRR5250207.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	25	19	18	12	10	2799291	2789459	2777435	2769999	2661167	2606225	35	915161	2797062	817110	178138	2	4	0.00
SRR5250209	SRR5250209.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	27	25	23	20	17	2751429	2748849	2745176	2732654	2674611	2546693	30	441118	2751023	176692	101013	5	11	0.47
SRR5250210	SRR5250210.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	30	29	27	22	16	2805574	2804770	2803110	2792491	2703205	2497545	30	394219	2804770	165346	97513	6	11	0.61
SRR5250211	SRR5250211.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	26	18	18	15	11	2750482	2745691	2727375	2727375	2678986	2538408	30	704505	2748881	299899	159244	3	6	0.00
SRR5250212	SRR5250212.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	21	20	18	16	13	2725181	2721784	2720725	2710060	2674201	2578659	23	567672	2723317	287406	122694	4	8	0.51
SRR5250216	SRR5250216.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	202	59	24	23	20	15	2863098	2787555	2729788	2724403	2667937	2499228	122	474360	2831652	165057	87706	5	11	0.42
SRR5250217	SRR5250217.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	48	23	20	19	17	14	2702706	2691217	2684845	2677419	2641481	2536925	30	436990	2696116	283495	115542	4	8	0.00
SRR5250219	SRR5250219.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	33	25	23	21	17	14	2714720	2710352	2705653	2691115	2615765	2498953	30	572790	2713775	215533	92159	4	8	0.00
SRR5250223	SRR5250223.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	26	17	14	14	14	11	2729408	2724799	2716428	2716428	2716428	2610337	20	716613	2727184	669606	127446	2	6	0.00
SRR5250225	SRR5250225.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	39	34	29	28	21	14	2742520	2738964	2728227	2721352	2585155	2296343	38	402825	2742178	184633	80176	5	11	0.00
SRR5250227	SRR5250227.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	20	17	17	13	11	2782571	2777896	2768877	2768877	2708844	2645245	23	692928	2780435	418568	172887	3	6	0.00
SRR5250235	SRR5250235.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	47	39	32	31	27	20	2754236	2749456	2733808	2727557	2663769	2383319	45	293312	2753387	123969	68162	8	15	0.00
SRR5250238	SRR5250238.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	45	36	29	24	20	18	2797773	2792579	2775979	2740710	2672266	2602748	42	420199	2796621	175039	89849	6	11	0.04
SRR5250241	SRR5250241.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	34	32	30	29	25	19	2894556	2893607	2888000	2882615	2807300	2587876	33	398020	2894210	150272	76776	7	13	0.97
SRR5250243	SRR5250243.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	16	16	14	13	12	10	2771188	2771188	2765946	2760505	2739773	2655072	16	514293	2771188	424649	175160	3	6	0.32
SRR5250245	SRR5250245.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	43	30	27	25	21	16	2714799	2708138	2700042	2685008	2609568	2426997	36	571595	2712420	155355	84108	5	11	0.00
SRR5250247	SRR5250247.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	23	17	15	15	12	10	2753510	2749937	2745141	2745141	2690068	2617085	22	819408	2753201	563482	186399	2	6	0.00
SRR5250249	SRR5250249.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	46	35	27	26	24	17	2758900	2753254	2735618	2727364	2695850	2426000	40	348424	2756514	149079	106059	7	12	0.00
SRR5250250	SRR5250250.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	23	20	18	16	12	10	2724333	2722811	2720392	2709394	2633575	2559543	22	584126	2723987	454960	269659	3	5	0.37
SRR5250251	SRR5250251.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	85	14	12	11	11	10	2750379	2720027	2715900	2707427	2707427	2668570	30	682378	2730454	558686	187934	3	4	0.00
SRR5250252	SRR5250252.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	25	25	24	21	16	2730588	2729244	2729244	2723777	2659619	2493762	26	410890	2729850	162701	87706	5	10	0.29
SRR5250253	SRR5250253.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	74	32	29	29	21	13	2738163	2718271	2709514	2709514	2559071	2259822	43	326718	2726049	184491	97125	5	10	0.00
SRR5250254	SRR5250254.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	32	30	29	27	22	16	2805232	2803984	2802324	2791681	2701182	2481381	31	333741	2804886	170720	100320	6	11	0.36
SRR5250257	SRR5250257.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	12	11	11	10	9	7	2770972	2770145	2770145	2764704	2743972	2665738	12	879376	2770972	571958	425042	2	4	0.43
SRR5250260	SRR5250260.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	37	32	31	25	16	2665219	2660594	2652299	2645421	2540452	2202786	42	317563	2664351	122786	73878	6	13	0.00
SRR5250261	SRR5250261.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	48	34	28	26	20	14	2819886	2812811	2802907	2789272	2688644	2491543	39	569080	2816340	175278	93679	5	10	0.00
SRR5250262	SRR5250262.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	20	15	13	13	10	9	2798863	2795852	2793266	2793266	2749929	2711165	18	662227	2798098	400405	187634	3	5	0.00
SRR5250264	SRR5250264.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	48	31	25	23	18	16	2807298	2798164	2784002	2770440	2685099	2615420	39	486835	2803966	175037	118567	5	10	0.00
SRR5250266	SRR5250266.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	43	40	37	34	28	18	2722052	2720502	2715053	2693906	2591493	2205176	42	359852	2721738	115852	54573	7	15	0.51
SRR5250267	SRR5250267.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	31	28	24	22	21	16	2731630	2730398	2723134	2709152	2693964	2504704	29	419991	2730981	160768	108008	6	11	0.33
SRR5250268	SRR5250268.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	28	19	17	17	14	12	2774269	2768890	2764437	2764437	2720165	2644116	24	552719	2772599	283985	186711	4	7	0.00
SRR5250269	SRR5250269.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	12	12	11	10	10	8	2757417	2757417	2753952	2748511	2748511	2683495	12	982188	2757417	847729	284843	2	3	0.29
SRR5250271	SRR5250271.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	86	54	36	34	30	20	2849415	2830577	2793128	2777255	2710608	2350269	73	296849	2844692	130701	60356	9	16	0.00
SRR5250272	SRR5250272.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	15	12	10	10	9	8	2777137	2775392	2770305	2770305	2749440	2711174	14	714573	2776804	679373	315863	2	4	0.00
SRR5250273	SRR5250273.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	84	50	33	31	27	18	2853457	2833314	2795573	2779665	2709561	2372559	70	197252	2848155	131871	108018	9	15	0.00
SRR5250276	SRR5250276.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	35	22	20	19	16	14	2671657	2665827	2661001	2651240	2586264	2517820	25	437338	2668008	299914	131004	4	8	0.00
SRR5250277	SRR5250277.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	27	20	17	17	15	13	2752339	2748881	2740890	2740890	2704307	2624951	23	511008	2750718	284408	145419	4	7	0.00
SRR5250279	SRR5250279.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	24	19	15	14	12	9	2715775	2713582	2701752	2696299	2659134	2544816	20	661891	2714224	478287	187428	3	5	0.37
SRR5250280	SRR5250280.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	26	21	19	18	16	13	2767897	2764899	2760317	2754808	2717466	2617073	24	790343	2766958	205964	145202	4	8	0.00
SRR5250281	SRR5250281.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	37	35	33	28	16	2721012	2719066	2716116	2702144	2622022	2160802	40	359633	2721012	124907	54560	6	14	0.40
SRR5250282	SRR5250282.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	40	34	29	27	23	19	2844091	2839954	2828825	2816884	2739140	2586488	38	508573	2843212	168157	79737	6	13	0.00
SRR5250283	SRR5250283.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	44	35	30	28	23	15	2705104	2699920	2690222	2675477	2581113	2248852	41	362244	2703980	134911	77758	5	12	0.00
SRR5250286	SRR5250286.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	74	50	36	33	26	21	2862245	2847000	2817918	2801142	2672364	2473583	65	390513	2858713	117614	66554	8	16	0.00
SRR5250289	SRR5250289.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	41	37	35	32	26	17	2719899	2718059	2713837	2692681	2592413	2249379	39	416855	2719141	124915	58071	6	14	0.48
SRR5250290	SRR5250290.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	29	24	20	19	18	15	2717262	2714639	2704875	2695370	2674512	2559630	26	521531	2716134	192495	106713	5	9	0.04
SRR5250296	SRR5250296.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	99	69	44	39	27	19	2917877	2900123	2843910	2808714	2623954	2291640	90	258966	2914436	105273	60662	9	17	0.00
SRR5250297	SRR5250297.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	25	18	15	13	11	9	2730408	2726959	2722553	2711689	2672079	2597910	20	834886	2728311	797542	172116	2	4	0.33
SRR5250300	SRR5250300.spades.improved.quast.csv-scaffolds.scaffolded.gapfilled.length_filtered.sorted	62	33	26	23	19	17	2814821	2800959	2785343	2761892	2686515	2616813	42	487365	2807635	175080	115614	5	10	0.00
